Code,Name,Isin,Country,Exchange,Currency,Type
8HD,ZYTRONIC PLC LS-01,GB0006971013,Germany,F,EUR,Common Stock
8HG_old,Hastings Group Holdings plc,SE0010414573,Germany,F,EUR,Common Stock
8HJ,LANDSEA HOMES CORP. O.N.,US51509P1030,Germany,F,EUR,Common Stock
8HQ,VINTAGE WINE ESTATES INC.,US92747V1061,Germany,F,EUR,Common Stock
8HY,HyreCar Inc,US44916T1079,Germany,F,EUR,Common Stock
8I7,GEMINA LABS LTD,CA3686501071,Germany,F,EUR,Common Stock
8ID,IDENTILLECT TECHN. O.N.,CA45168X1006,Germany,F,EUR,Common Stock
8IL,OLAV THON A/S NK 1,NO0005638858,Germany,F,EUR,Common Stock
8IN,Syneos Health Inc,US87166B1026,Germany,F,EUR,Common Stock
8IU,MANUTAN INTL SA INH. EO 2,FR0000032302,Germany,F,EUR,Common Stock
8J3,EBUSCO HOLDING N.V. EO 1,NL0015000CZ2,Germany,F,EUR,Common Stock
8JE,INDUSTRIAL STARS OF IT. 4,IT0005447229,Germany,F,EUR,Common Stock
8JH,THUNDERFUL GROUP SK,SE0015195888,Germany,F,EUR,Common Stock
8JO,VOLVO CAR AB B,SE0016844831,Germany,F,EUR,Common Stock
8JZ,PINEAPPLE POWER CORP.-01,GB00BD0SN947,Germany,F,EUR,Common Stock
8K6,BYGGFAKTA GRP NORDIC HOL.,SE0016798581,Germany,F,EUR,Common Stock
8KZ,AUTHID INC. DL-0001,US46264C2061,Germany,F,EUR,Common Stock
8L5,CASASOLD S.P.A. O.N.,IT0005437113,Germany,F,EUR,Common Stock
8L7,MEDHELP CARE AB,SE0016799001,Germany,F,EUR,Common Stock
8LG,Super League Gaming Inc,US86804F2020,Germany,F,EUR,Common Stock
8LH,UNIVERSAL PROPTECH INC.,CA91380M1005,Germany,F,EUR,Common Stock
8LK0,TULLA RESOURCES CDIS/1,AU0000138125,Germany,F,EUR,Common Stock
8LL,374WATER INC. DL-0001,US88583P1049,Germany,F,EUR,Common Stock
8LL0,374Water Inc,US88583P2039,Germany,F,EUR,Common Stock
8LO,NFT TECHNOLOGIES INC.,CA65345K1021,Germany,F,EUR,Common Stock
8LP1,Laredo Petroleum Inc,US5168062058,Germany,F,EUR,Common Stock
8LV,Livent Corporation,US53814L1089,Germany,F,EUR,Common Stock
8M0_old,BMEX GOLD INC,CA05591K1093,Germany,F,EUR,Common Stock
8MG,Mingfa Group (International) Co Ltd,KYG614131038,Germany,F,EUR,Common Stock
8MV,BIOHARVEST SCIENCES INC,CA09076J1084,Germany,F,EUR,Common Stock
8N1,BIOSERGEN AB,SE0016013460,Germany,F,EUR,Common Stock
8N4,FIRST SAVINGS FINL DL-01,US33621E1091,Germany,F,EUR,Common Stock
8NV,NV GOLD CORPORATION,CA67090W2085,Germany,F,EUR,Common Stock
8OB,COMPODIUM INTL. AB,SE0016844468,Germany,F,EUR,Common Stock
8OM_old,BrightSphere Investment Group Inc,BE0974273055,Germany,F,EUR,Common Stock
8OO,HEMPFUSION WELLNES INC.,CA4238211078,Germany,F,EUR,Common Stock
8OQ,SEP ACQUISITION DL-0001,US5893811027,Germany,F,EUR,Common Stock
8OQA,SEP ACQUISITION CORP.UT,US5893812017,Germany,F,EUR,Common Stock
8PT3,WESTERN ATLAS RES. O.N.,CA95770E1079,Germany,F,EUR,Common Stock
8PY,PyroGenesis Canada Inc,CA74734T1049,Germany,F,EUR,Common Stock
8Q2,RIZZO GROUP AB B O.N.,SE0016276109,Germany,F,EUR,Common Stock
8Q7,HERCULES SILVER CORP.,CA42710L1067,Germany,F,EUR,Common Stock
8QC,TYSNES SPAREBANK NK 100,NO0010731615,Germany,F,EUR,Common Stock
8QE0,CAZOO GROUP A DL-0001,KYG2007L1059,Germany,F,EUR,Common Stock
8QI,FARMERS EDGE INC.,CA30957Q1028,Germany,F,EUR,Common Stock
8QR,CONFLUENT INC.A DL-00001,US20717M1036,Germany,F,EUR,Common Stock
8R0,WATERLOO BREWING LTD,CA94155W1059,Germany,F,EUR,Common Stock
8R4,HYBRICON AB,SE0015345897,Germany,F,EUR,Common Stock
8R9,KITWAVE GROUP PLC LS -01,GB00BNYKB709,Germany,F,EUR,Common Stock
8RS,SAMA RES INC/RESS.SAM.INC,CA79586X1033,Germany,F,EUR,Common Stock
8S3,Sphere 3D Corp.,CA84841L4073,Germany,F,EUR,Common Stock
8S3B,Sphere 3D Corp,CA84841L3083,Germany,F,EUR,Common Stock
8S8,Canadian Gold Corp.,CA13585M1077,Germany,F,EUR,Common Stock
8S81,SATORI RES INC.,CA8040312016,Germany,F,EUR,Common Stock
8S9,Snowbird AG,DE000A1PHEL8,Germany,F,EUR,Common Stock
8SS,Strad Inc,GB0002192606,Germany,F,EUR,Common Stock
8STN,Sorrento Therapeutics Inc,US83587F2020,Germany,F,EUR,Common Stock
8SV1,WPD Pharmaceuticals Inc,CA92941F1053,Germany,F,EUR,Common Stock
8SW1,ARCHER LTD. REG S NEW,BMG0451H1170,Germany,F,EUR,Common Stock
8T0,PROMORE PHARMA AK,SE0009947740,Germany,F,EUR,Common Stock
8T4,ZENERGY B AB,SE0010413658,Germany,F,EUR,Common Stock
8T6,BELIEVE S.A. EO -01,FR0014003FE9,Germany,F,EUR,Common Stock
8TV,NUROSENE HEALTH INC.,CA64132U1003,Germany,F,EUR,Common Stock
8U5,CIRCA GROUP NK 1,NO0010917594,Germany,F,EUR,Common Stock
8UG,Q-FREE ASA NK -38,NO0003103103,Germany,F,EUR,Common Stock
8UZ,KISTOS PLC LS -01,GB00BLF7NX68,Germany,F,EUR,Common Stock
8V0,DOWNING RNW.+INFR.TR.-01,GB00BLF7PP25,Germany,F,EUR,Common Stock
8V4,FENIX ENTERTAINMENT SPA,IT0005403495,Germany,F,EUR,Common Stock
8V5,CIBT EDUCATION GROUP INC.,CA17163Y1025,Germany,F,EUR,Common Stock
8VC,NORRLAND GOLD CORP.,CA65651T1012,Germany,F,EUR,Common Stock
8VD0,HEDOSOPHIA EUROP.GWT. UT,KYG4406A1287,Germany,F,EUR,Common Stock
8VH,NORDIC UNMANNED ASA NK 1,NO0010907090,Germany,F,EUR,Common Stock
8VV0,MRM SA INH. EO 20,FR00140085W6,Germany,F,EUR,Common Stock
8VY,SCANDION ONC. DK-0735,DK0061031895,Germany,F,EUR,Common Stock
8W1,SNAP ONE HLDGS DL-01,US83303Y1055,Germany,F,EUR,Common Stock
8W2,ARGEO AS NK -10,NO0010946593,Germany,F,EUR,Common Stock
8W5,IMINT IMAGE INTELL. O.N.,SE0007692124,Germany,F,EUR,Common Stock
8WD,A.L.A. S.P.A. O.N.,IT0005446700,Germany,F,EUR,Common Stock
8WX,RISMA SYSTEMS A/S DK -10,DK0061534377,Germany,F,EUR,Common Stock
8X00,GOLDSHORE RES INC.,CA38150N1078,Germany,F,EUR,Common Stock
8X3,HYDRACT A/S DK -10,DK0061531944,Germany,F,EUR,Common Stock
8X4,EUROCINE VACCINES NAM.,SE0015382155,Germany,F,EUR,Common Stock
8X6,ENERGY TRANS.PARTS EO-01,NL0015000F82,Germany,F,EUR,Common Stock
8XB,Biocartis Group NV,BE0974281132,Germany,F,EUR,Common Stock
8XC,Uniti Group Inc,US91325V1089,Germany,F,EUR,Common Stock
8XE,ENGIE Eps S.A,FR0012650166,Germany,F,EUR,Common Stock
8XG,PRYME N.V EO -05,NL00150005Z1,Germany,F,EUR,Common Stock
8XJ,AFRICAN GOLD LTD,AU0000036949,Germany,F,EUR,Common Stock
8Y2,OCTOPUS TITAN VCT LS-001,GB00B28V9347,Germany,F,EUR,Common Stock
8YC,PONTUS PROTEIN LTD..,CA7327681069,Germany,F,EUR,Common Stock
8YT,HOYLU AB O.N.,SE0009581192,Germany,F,EUR,Common Stock
8YY,CORO ENERGY PLC LS-001,GB00BDCFP425,Germany,F,EUR,Common Stock
8YZ,BION PLC,JE00BYTQ7945,Germany,F,EUR,Common Stock
8ZA,NORTEL AS NK -01,NO0010900087,Germany,F,EUR,Common Stock
8ZB,SIVOTA PLC LS -01,GB00BMH30492,Germany,F,EUR,Common Stock
8ZC,FIX PRICE GROUP GDR REG.S,US33835G2057,Germany,F,EUR,Common Stock
8ZF,POLAREAN IMAG.LS-00037,GB00BF3DT583,Germany,F,EUR,Common Stock
8ZM,SAIETTA GROUP LS -0011,GB00BNDM6X87,Germany,F,EUR,Common Stock
8ZZ_old,ZAZU METALS,PLSTLEX00019,Germany,F,EUR,Common Stock
901,FIREANGEL SAFE.T. LS -02,GB0030508757,Germany,F,EUR,Common Stock
90J,STATT TORSK ASA NK-10,NO0010775844,Germany,F,EUR,Common Stock
90Q,SOFTCHOICE CORP.,CA83405M1086,Germany,F,EUR,Common Stock
91E,TAYLOR MARITIME INVEST.,GG00BP2NJT37,Germany,F,EUR,Common Stock
91F,TITAN INVO TECHNO. HD-01,KYG9135P1063,Germany,F,EUR,Common Stock
91K,KENEDIX RES.N.I.CORP.REIT,JP3047480003,Germany,F,EUR,Common Stock
91R,NFTY EO 001,FR0010457531,Germany,F,EUR,Common Stock
91T,MAGNET FORENSICS SUB.VTG.,CA55940P1018,Germany,F,EUR,Common Stock
922,ALCHIMIE EO 1-,FR0014000JX7,Germany,F,EUR,Common Stock
926,DELIVEROO PLC,GB00BNC5T391,Germany,F,EUR,Common Stock
92N,KUANGCHI SCIENCE HD -01,BMG5326A1062,Germany,F,EUR,Common Stock
92V,XPEDIATOR PLC LS-05,GB00BF6P5V92,Germany,F,EUR,Common Stock
92Y,MELTWATER N.V. EO 001,NL00150003D3,Germany,F,EUR,Common Stock
932,STEP ENERGY SERVICES LTD.,CA85859H1055,Germany,F,EUR,Common Stock
939,TREATMENT.COM INTL O.N.,CA89465L1040,Germany,F,EUR,Common Stock
93H,PARSLEY BOX GROUP LS-01,GB00BNK9TZ56,Germany,F,EUR,Common Stock
93M,MPH Health Care AG,DE000A0L1H32,Germany,F,EUR,Common Stock
94A,APPLIED GRAPHENE MA.LS-02,GB00BFSSB742,Germany,F,EUR,Common Stock
94G,GUESTLOGIX,CA76161L1085,Germany,F,EUR,Common Stock
951,CITIUS RESOURCES LS-005,GB00BMGRFP88,Germany,F,EUR,Common Stock
954,AWAKN LIFE SCIENCES CORP,CA05455W1086,Germany,F,EUR,Common Stock
958,PHARMIVA AB,SE0015530670,Germany,F,EUR,Common Stock
9660,HAWKMOON RESOURCES CORP,CA4203222084,Germany,F,EUR,Common Stock
970,KINGFISHER METALS CORP.,CA49571M1077,Germany,F,EUR,Common Stock
979,BUILDDATA GROUP AB,SE0010869487,Germany,F,EUR,Common Stock
97D,MAST ENERGY DEV. LS -001,GB00BMBSCV12,Germany,F,EUR,Common Stock
97K,EXCL.NETW. (PROM.)EO 1,FR0014005DA7,Germany,F,EUR,Common Stock
9880_old,EAT + BEYOND GLOBAL HLDGS,CA27785T1003,Germany,F,EUR,Common Stock
98B,NETMORE GROUP AB B,SE0009921976,Germany,F,EUR,Common Stock
98H,POLARCOOL AB,SE0012570422,Germany,F,EUR,Common Stock
996,RENERGEN LTD CDI/1:1,AU0000046732,Germany,F,EUR,Common Stock
9960,RENERGEN LTD,ZAE000202610,Germany,F,EUR,Common Stock
99B,QUIAPEG PHARMAC.H.SK-120,SE0001384850,Germany,F,EUR,Common Stock
99L,IDLE LIFESTYLE (SB.VT.),CA45170B1040,Germany,F,EUR,Common Stock
99S,TRANSITION SA PRF.EO-01,FR00140039U7,Germany,F,EUR,Common Stock
9AI_old,ANIMAS RES,SE0015837752,Germany,F,EUR,Common Stock
9AMA,AMTD IDEA G.SP.ADR/2 CL.A,US00180G2057,Germany,F,EUR,Common Stock
9AS,ALSO Holding AG,CH0024590272,Germany,F,EUR,Common Stock
9BN,BW IDEOL AS NK -10,NO0010947385,Germany,F,EUR,Common Stock
9BT,GoldMoney Inc,CA38149A1093,Germany,F,EUR,Common Stock
9BX,EUROAFRICA DIGITAL VENT.,SE0015660345,Germany,F,EUR,Common Stock
9C0A,CANGO INC. SP.ADR/2 CL.A,US1375861036,Germany,F,EUR,Common Stock
9C7,CALMARK SWEDEN AB B,SE0011116524,Germany,F,EUR,Common Stock
9CW,ORAGIN FOODS INC.,CA6840221064,Germany,F,EUR,Common Stock
9D50,ADURO CLEAN TECHN. INC.,CA0074081070,Germany,F,EUR,Common Stock
9DA,COMSOVEREIGN HLDG CORP,US2056502030,Germany,F,EUR,Common Stock
9DF,MINDSET PHARMA INC.,CA60268M1023,Germany,F,EUR,Common Stock
9DH,AEON MALL CO. LTD.,JP3131430005,Germany,F,EUR,Common Stock
9DK,ABC TECHNOLOGIES HOLDINGS,CA00076T1057,Germany,F,EUR,Common Stock
9DS,DUEARITY AB,SE0015949482,Germany,F,EUR,Common Stock
9EG,EDGEN GROUP-A,CA29286E1034,Germany,F,EUR,Common Stock
9F0,INDUSTRIAL HOLDG.BULG.BW1,BG1100019980,Germany,F,EUR,Common Stock
9F1,DIAGONAL BIO AB,SE0015961826,Germany,F,EUR,Common Stock
9F8,ACTUAL EXPERIENCE LS-20,GB00BJ05QC14,Germany,F,EUR,Common Stock
9FF,WINDOWMASTER INTL. DK 1,DK0061278355,Germany,F,EUR,Common Stock
9FL,FLEXSHOPPER NEW DL-001,US33939J3032,Germany,F,EUR,Common Stock
9FO,AMTE POWER LTD LS-005,GB00BNQRZZ55,Germany,F,EUR,Common Stock
9FS,Grupo Financiero Santander Mexico SAB de CV,US5504241051,Germany,F,EUR,Common Stock
9FS1,Luminar Technologies Inc,US5504243032,Germany,F,EUR,Common Stock
9FY0,EUROPACIFIC METALS INC.,CA29876J1084,Germany,F,EUR,Common Stock
9G5,VOW GREEN METALS NK-0065,NO0011037483,Germany,F,EUR,Common Stock
9GCA,Power Group Projects Corp,CA73928T1021,Germany,F,EUR,Common Stock
9GLA,CHALICE BRANDS LTD. O.N.,CA15756R1047,Germany,F,EUR,Common Stock
9GM,G MED.INNOV.HLDGS,KYG394621257,Germany,F,EUR,Common Stock
9H4,LUNGLIFE AI INC. DL-0001,USU5500L1045,Germany,F,EUR,Common Stock
9H5,CHINA NEW ENERGY LS-00025,JE00B3RWLF12,Germany,F,EUR,Common Stock
9HB0,KOMO PLANT BASED FOODS,CA50046B1067,Germany,F,EUR,Common Stock
9HH,YELLOW STEM TECH INC.,CA98561L1085,Germany,F,EUR,Common Stock
9HI,Hillenbrand Inc,US4315711089,Germany,F,EUR,Common Stock
9HN0,ALPHA METAVERSE TECHN. A,CA02078J1012,Germany,F,EUR,Common Stock
9HY,HYPEFACTOR A/S DK -1,DK0060989911,Germany,F,EUR,Common Stock
9I0,ADVANCE UNITED HOLDINGS,CA00775X1006,Germany,F,EUR,Common Stock
9I1,IENERGIZER LTD LS -01,GG00B54NMG96,Germany,F,EUR,Common Stock
9IS,Chaarat Gold Holdings Limited,VGG203461055,Germany,F,EUR,Common Stock
9J40,QUHUO LTD SP.ADR/10 CL.A,US74841Q2093,Germany,F,EUR,Common Stock
9JC,HEIQ PLC LS -30,GB00BN2CJ299,Germany,F,EUR,Common Stock
9JG0,BROOKFIELD REINSURA. A LV,BMG162501057,Germany,F,EUR,Common Stock
9JO,GUARANTY TR.HLDG.GDR REGS,US4012752014,Germany,F,EUR,Common Stock
9JV,REDWOOD PHARMA AB,SE0008294789,Germany,F,EUR,Common Stock
9K6,COPYRIGHT AG.A/S DK 004,DK0061552437,Germany,F,EUR,Common Stock
9KG,NexTier Oilfield Solutions Inc,US65290C1053,Germany,F,EUR,Common Stock
9KI,IGEAMED S.P.A.,IT0005429227,Germany,F,EUR,Common Stock
9KR,XOS INC. A DL-0001,US98423B1089,Germany,F,EUR,Common Stock
9KS,Mercantile Ports & Logistics Limited,GG00B53M7D91,Germany,F,EUR,Common Stock
9L2,KIN AND CARTA LS-10,GB0007689002,Germany,F,EUR,Common Stock
9LG,LogMeIn Inc,NO0010946445,Germany,F,EUR,Common Stock
9LK1,LIGHTN. EMOTORS DL -0001,US53228T1016,Germany,F,EUR,Common Stock
9LM0,HIGHLANDER SILVER CORP.,CA43087N1050,Germany,F,EUR,Common Stock
9LO,LONGVIEW OIL,SE0016288591,Germany,F,EUR,Common Stock
9LTN,GLG Life Tech Corporation,CA3617932015,Germany,F,EUR,Common Stock
9M1N,Moneygram Int,US60935Y2081,Germany,F,EUR,Common Stock
9M3,TMT ACQUISITIONS LS -04,GB00BN7DKC44,Germany,F,EUR,Common Stock
9M5,MYFAIR GOLD CORP.,CA57808L1076,Germany,F,EUR,Common Stock
9ML,SMART WIRES TECH. SDR,SE0015962345,Germany,F,EUR,Common Stock
9MV,MARLOWE PLC LS -5,GB00BD8SLV43,Germany,F,EUR,Common Stock
9N4,CROSSWORD CYBERSEC. -005,GB00BNG2LT65,Germany,F,EUR,Common Stock
9NA,A.S.T. GROUPE INH.EO 036,FR0000076887,Germany,F,EUR,Common Stock
9NE,NCONDEZI ENERGY LTD.,VGG640631039,Germany,F,EUR,Common Stock
9NM,COMAL S.P.A.,IT0005428971,Germany,F,EUR,Common Stock
9NT,PATRIS INVESTIMENT.EO250,PTPRS0AM0017,Germany,F,EUR,Common Stock
9O6,MOLEKULE GROUP INC.DL-01,US0077441055,Germany,F,EUR,Common Stock
9OI,ORIOR AG,CH0111677362,Germany,F,EUR,Common Stock
9OM1,EXMceuticals Inc,CA30207T1049,Germany,F,EUR,Common Stock
9P6,BOAT ROCKER MEDIA INC,CA09664U1012,Germany,F,EUR,Common Stock
9PM1,LUFF ENTERPRISES LTD,CA5497501075,Germany,F,EUR,Common Stock
9PR_old,MacPhersons Resources Limited,PLXTRDM00011,Germany,F,EUR,Common Stock
9QE,SUSTAINABLE POWER CL.A,CA86934R1001,Germany,F,EUR,Common Stock
9QH,NIGHTCAP PLC LS -01,GB00BLKGVD49,Germany,F,EUR,Common Stock
9QY,ARCTIC MINERALS AB SK 2,SE0000697948,Germany,F,EUR,Common Stock
9QZ,ANEXO GROUP PLC LS-0005,GB00BF2G3L29,Germany,F,EUR,Common Stock
9R2,BIOFISH HOLDING AS NK 1,NO0010955198,Germany,F,EUR,Common Stock
9R6,SCAPE TECHNOLOGIES DK 1,DK0061114246,Germany,F,EUR,Common Stock
9R8,ZIVO BIOSCIENCE DL-001,US98978N2009,Germany,F,EUR,Common Stock
9RE0,GRAVITAS EDUCATION ADR 20,US74979W2008,Germany,F,EUR,Common Stock
9RI,SOZAP AB,SE0015812524,Germany,F,EUR,Common Stock
9RL_old,REACHLOCAL,GB00BN7JZR28,Germany,F,EUR,Common Stock
9RN_old,RONA,SE0015407390,Germany,F,EUR,Common Stock
9RV,Versarien plc,GB00B8YZTJ80,Germany,F,EUR,Common Stock
9S6,PRODWARE INH. EO-65,FR0010313486,Germany,F,EUR,Common Stock
9SB,SOL GLOBAL INVESTM. CORP,CA78471G1000,Germany,F,EUR,Common Stock
9SF,ALUMETAL SA ABC ZY -10,PLALMTL00023,Germany,F,EUR,Common Stock
9SG,SEVEN GROUP HOLDINGS LTD,AU000000SVW5,Germany,F,EUR,Common Stock
9SI_old,Silver Spring Networks Inc,US8542311076,Germany,F,EUR,Common Stock
9SP,Savannah Energy PLC,GB00BP41S218,Germany,F,EUR,Common Stock
9SU,Standard Uranium Ltd.,CA85422Q1037,Germany,F,EUR,Common Stock
9T8,NEXTERS INC.,VGG6529J1003,Germany,F,EUR,Common Stock
9TB,Territorial Bancorp Inc,US88145X1081,Germany,F,EUR,Common Stock
9TC,TE Connectivity Ltd,CH0102993182,Germany,F,EUR,Common Stock
9TZ0_old,MANTARO PREC. METALS CORP,CA56450P1018,Germany,F,EUR,Common Stock
9U2,ELLWEE AB,SE0015221221,Germany,F,EUR,Common Stock
9U90,UNITY BIOTECHN. DL-0001,US91381U2006,Germany,F,EUR,Common Stock
9UG,INTEGRATED W.S. ASA NK 2,NO0010955883,Germany,F,EUR,Common Stock
9UN,MEDPEER INC.,JP3921240002,Germany,F,EUR,Common Stock
9UQ,MIGHTY KINGDOM LTD O.N.,AU0000141517,Germany,F,EUR,Common Stock
9UU,PAYRIGHT LTD.,AU0000118127,Germany,F,EUR,Common Stock
9UX,HOSTMORE LTD GB -20,GB00BMV9MD66,Germany,F,EUR,Common Stock
9UY,JOULES GROUP PLC LS -01,GB00BZ059357,Germany,F,EUR,Common Stock
9VQ,BELLUSCURA PLC LS -01,GB00BD3B8Z11,Germany,F,EUR,Common Stock
9VR,VENDOME RES,CA92920V1058,Germany,F,EUR,Common Stock
9W4,MIRIS HOLDING AB O.N.,SE0015657820,Germany,F,EUR,Common Stock
9WA,FLYR AS NK -002,NO0010931900,Germany,F,EUR,Common Stock
9WE,WEWORK INC. CL.A DL-0001,US96209A1043,Germany,F,EUR,Common Stock
9WN,RBG HOLDINGS PLC LS-002,GB00BFM6WL52,Germany,F,EUR,Common Stock
9WT,ILLA S.P.A.,IT0005316705,Germany,F,EUR,Common Stock
9WW,BLACK MOUNTAIN GOLD,CA09215B1076,Germany,F,EUR,Common Stock
9X1,PROCAPS GRP S.A. DL -01,LU2376511205,Germany,F,EUR,Common Stock
9X6,JONDETECH SENSORS,SE0009662554,Germany,F,EUR,Common Stock
9X7,PETERSHILL PARTNERS -01,GB00BL9ZF303,Germany,F,EUR,Common Stock
9XA,JONIX SPA,IT0005442741,Germany,F,EUR,Common Stock
9XB,FORWARD PARTN.GRP.LS -01,GB00BKPGBB09,Germany,F,EUR,Common Stock
9XG,URB-IT AB,SE0009921034,Germany,F,EUR,Common Stock
9XK,CANOO INC. CL.A,US13803R1023,Germany,F,EUR,Common Stock
9XM,SMOOVE PLC LS -004,GB00BNG8T458,Germany,F,EUR,Common Stock
9YC,XEBRA BRANDS LTD.,CA98402E1079,Germany,F,EUR,Common Stock
9YF0,I.CERAM NAM. EO 2-,FR0014005IU4,Germany,F,EUR,Common Stock
9YY,ASHFORD INC. DL-01,US0441041078,Germany,F,EUR,Common Stock
9Z0,MOFAST AB,SE0012596120,Germany,F,EUR,Common Stock
9Z3,ALBENA AD BW 1,BG11ALBAAT17,Germany,F,EUR,Common Stock
9ZG,SUMMA LINGUAE S.A. ZY-10,PLSMLNG00010,Germany,F,EUR,Common Stock
9ZL,FOX MARBLE HLDGS LS -01,GB00B7LGG306,Germany,F,EUR,Common Stock
9ZQ,NORDIC WATERPROOFING HLDG,SE0014731089,Germany,F,EUR,Common Stock
9ZT0,ALZAMEND NEURO INC -0001,US02262M3088,Germany,F,EUR,Common Stock
9ZX,OATLY GROUP AB SP.ADS/1,US67421J1088,Germany,F,EUR,Common Stock
A04,Ascential plc,GB00BYM8GJ06,Germany,F,EUR,Common Stock
A07,Avance Gas Holding Ltd,BMG067231032,Germany,F,EUR,Common Stock
A0U,AZINCOURT URANIUM,CA05478T2074,Germany,F,EUR,Common Stock
A1A,Atrium Ljungberg AB (publ),SE0000191827,Germany,F,EUR,Common Stock
A1D_old,CANADIAN NEXUS TEAM VENT.,CA13640F1053,Germany,F,EUR,Common Stock
A1H_old,Ashland Inc,FR0011051598,Germany,F,EUR,Common Stock
A1P,ACASTI PHARMA INC.,CA00430K8730,Germany,F,EUR,Common Stock
A1S,SUPERNOVA METALS CORP.,CA86846F2026,Germany,F,EUR,Common Stock
A1U1,DECKLAR RESOURCES INC.,CA2435731021,Germany,F,EUR,Common Stock
A1V,AVNEL GOLD MINING,KYG6096M1069,Germany,F,EUR,Common Stock
A22,A2B AUSTRALIA LTD,AU0000032187,Germany,F,EUR,Common Stock
A230,A2Z SMART TECHNOLOGIES,CA00249W1005,Germany,F,EUR,Common Stock
A28,Affimed N.V,NL0010872420,Germany,F,EUR,Common Stock
A2N,ASCENT RESOURCES,GB00BJVH7905,Germany,F,EUR,Common Stock
A2S1,ASIAN CITRUS HLDGS,BMG0620W2019,Germany,F,EUR,Common Stock
A2V5,GOLD BULL RESOURCES CORP.,CA3805561006,Germany,F,EUR,Common Stock
A37A,ATENTO SA,LU2212224153,Germany,F,EUR,Common Stock
A3O0,ENSERVCO CORP. DL-005,US29358Y2019,Germany,F,EUR,Common Stock
A3Z1,ECHO ENERGY PLC LS -0025,GB00BF0YPG76,Germany,F,EUR,Common Stock
A44,Aena SME SA,ES0105046009,Germany,F,EUR,Common Stock
A48,Arcus ASA,KYG4809M1096,Germany,F,EUR,Common Stock
A4JN,AXMIN Inc,CA05461V2012,Germany,F,EUR,Common Stock
A4N1,POLESTAR AUTO.ADR/A,US7311052010,Germany,F,EUR,Common Stock
A4W,Arise AB (publ),SE0002095604,Germany,F,EUR,Common Stock
A5A,asknet AG,CA02377G1054,Germany,F,EUR,Common Stock
A5E,American Railcar Industries Inc,US02916P1030,Germany,F,EUR,Common Stock
A5P,Alliance Resources Ltd,AU000000AGS2,Germany,F,EUR,Common Stock
A5R,AUGUSTA RESOURCE,FR0013183589,Germany,F,EUR,Common Stock
A5V,Altium Limited,AU000000ALU8,Germany,F,EUR,Common Stock
A68,CANADIAN GOLDCAMPS CORP.,CA1358702027,Germany,F,EUR,Common Stock
A71,Ascendis Pharma AS,US04351P1012,Germany,F,EUR,Common Stock
A7L,Amur Minerals Corp,VGG042401007,Germany,F,EUR,Common Stock
A7PA,AUPLATA MIN. GRP EO-0005,FR0013410370,Germany,F,EUR,Common Stock
A7R,ADRIANA RESOURCES,CA88576E1088,Germany,F,EUR,Common Stock
A7V,ADROIT RESOURCES,CA45250A3073,Germany,F,EUR,Common Stock
A890,ADOCIA SP.ADR 1//EO-10,US00725J1025,Germany,F,EUR,Common Stock
A8C3,ABCAM PLC SP.ADR 1 LS-002,US0003802040,Germany,F,EUR,Common Stock
A8P0,AGILE GRP HLD.UNSP.ADR/50,US00848C1099,Germany,F,EUR,Common Stock
A8U,Argonaut Gold Inc,CA04016A1012,Germany,F,EUR,Common Stock
A91_old,AEGEAN MET GR,AU000000ARL4,Germany,F,EUR,Common Stock
A9J,ARIZONA SILVER EXPLOR.INC,CA0405821087,Germany,F,EUR,Common Stock
A9K0,HALO COLLECTIVE INC. NEW,CA40638K7050,Germany,F,EUR,Common Stock
A9Q,AQUIS EXCHANGE PL LS-1,GB00BD5JNK30,Germany,F,EUR,Common Stock
AAA,A.A.A. Aktiengesellschaft Allgemeine Anlageverwaltung,DE0007228009,Germany,F,EUR,Common Stock
AAJ,ISORAY INC. DL-001,US46489V1044,Germany,F,EUR,Common Stock
AAN,AAG Energy Holdings Limited,KYG000371040,Germany,F,EUR,Common Stock
AAU,Aiful Corporation,JP3105040004,Germany,F,EUR,Common Stock
AB1,Air Berlin,GB00B128C026,Germany,F,EUR,Common Stock
ABA,ALBA SE,DE0006209901,Germany,F,EUR,Common Stock
ABBA,DRONE DEL.CANAN.(VTG.SHS),CA26210W6053,Germany,F,EUR,Common Stock
ABU,Alexander & Baldwin Inc,US0144911049,Germany,F,EUR,Common Stock
AC00,BANXA HOLDINGS INC.,CA06683R1010,Germany,F,EUR,Common Stock
AC4,AUSTRALIS CAPITAL INC.,CA05259R1073,Germany,F,EUR,Common Stock
AC5G,Acer Incorporated,US0044342055,Germany,F,EUR,Common Stock
ACBB,Alpha Services and Holdings S.A.,GRS015003007,Germany,F,EUR,Common Stock
ACCA,Arch Resources Inc,US03940R1077,Germany,F,EUR,Common Stock
ACK,Fuji Oil Company Ltd,JP3160300004,Germany,F,EUR,Common Stock
ACO1,Atlas Copco AB (B),SE0017486897,Germany,F,EUR,Common Stock
ACO2,Atlas Copco AB (A),SE0017486889,Germany,F,EUR,Common Stock
ACT_old,Actelion Ltd,DE000A2YNT30,Germany,F,EUR,Common Stock
AD30,ADVANTAGEWON OIL CORP.,CA00775L2057,Germany,F,EUR,Common Stock
AD5B,Adevinta ASA,NO0010844038,Germany,F,EUR,Common Stock
ADF,Evolva Holding SA,CH0021218067,Germany,F,EUR,Common Stock
